EDMD,SINDy,HANDI,PSE,gEDMD,SR3
3.00021754,1.31689261,2.99902940,1.01322553,1.32115008,1.31100948
3.00021620,1.30732523,2.99901317,1.01331904,1.32283850,1.30447399
3.00021928,1.31068879,2.99900591,1.01350362,1.33015528,1.31672616
3.00021740,1.34281829,2.99906347,1.01370012,1.32514157,1.35547817
3.00021697,1.29962346,2.99911456,1.01241570,1.32882824,1.31082487
3.00021867,1.30512411,2.99912226,1.01073660,1.32482399,1.31981986
3.00021942,1.31970147,2.99911961,1.01022335,1.32322200,1.33450889
3.00021964,1.32900269,2.99911615,1.01029462,1.32365549,1.34289641
3.00022291,1.34559868,2.99907823,1.01216983,1.32108237,1.34054613
3.00022236,1.34919114,2.99907540,1.01169821,1.32114390,1.34497983
3.00022097,1.35240584,2.99907254,1.01108233,1.32132310,1.34921571
3.00021753,1.35348699,2.99907048,1.01017916,1.32180626,1.35105231
3.00020889,1.34525952,2.99905756,1.00823272,1.32094448,1.34520858
3.00020935,1.33632796,2.99915851,1.01037256,1.32508703,1.35084641
3.00021638,1.30346643,2.99913475,1.01039425,1.32568371,1.31743646
3.00021824,1.32555899,2.99911468,1.01002352,1.31907810,1.33983713
3.00021874,1.33538321,2.99910637,1.01041285,1.31739408,1.34761921
3.00021888,1.33818536,2.99910271,1.01092184,1.31708936,1.34853393
3.00022280,1.35516837,2.99910272,1.01092184,1.32398775,1.35292309
3.00022220,1.35338428,2.99910642,1.01041285,1.32496067,1.35162118
3.00022096,1.34474253,2.99911468,1.01002352,1.32758380,1.34223960
3.00021731,1.32292279,2.99913477,1.01039425,1.33320898,1.31563396
3.00020704,1.34360594,2.99915852,1.01037256,1.31765470,1.34092869
3.00020653,1.33154733,2.99905753,1.00823272,1.31704310,1.34042397
3.00021424,1.33775173,2.99907053,1.01017916,1.31695169,1.34637027
3.00021642,1.33709154,2.99907261,1.01108233,1.31711456,1.34460180
3.00021737,1.33477443,2.99907547,1.01169821,1.31731227,1.34070191
3.00021772,1.33212186,2.99907824,1.01216983,1.31738307,1.33667934
3.00022052,1.34801238,2.99911614,1.01029462,1.32955585,1.34636960
3.00021919,1.33935712,2.99911958,1.01022335,1.33092708,1.33673422
3.00021698,1.32485682,2.99912226,1.01073660,1.33305155,1.31920766
3.00021402,1.31585780,2.99911459,1.01241570,1.33128576,1.30531287
3.00021213,1.34794775,2.99906354,1.01370012,1.31624875,1.34554155
3.00021059,1.31165787,2.99900595,1.01350362,1.31993402,1.31128930
3.00021343,1.30248877,2.99901303,1.01331904,1.31722938,1.30036533
3.00021543,1.30939894,2.99902938,1.01322553,1.31705727,1.30754478
3.00021637,1.31327996,2.99904186,1.01329149,1.31712328,1.31206972
3.00021677,1.31476567,2.99905074,1.01342133,1.31710236,1.31388009
3.00021803,1.33500277,2.99911680,1.01032122,1.33278707,1.33187631
3.00021663,1.32546222,2.99911389,1.01063502,1.33326643,1.32017783
3.00021518,1.31612859,2.99910354,1.01152817,1.33331919,1.30738365
3.00021425,1.32166526,2.99907643,1.01311762,1.32842632,1.31120226
3.00021357,1.34711951,2.99902980,1.01428862,1.31734669,1.34391074
3.00021231,1.33631399,2.99899466,1.01437111,1.31782941,1.33762055
3.00021302,1.31449782,2.99899230,1.01434502,1.32013206,1.31513060
3.00021457,1.30347856,2.99900391,1.01427804,1.31865781,1.30243656
3.00021555,1.30170879,2.99901658,1.01421623,inf,1.29976857
3.00021620,1.30311953,2.99902704,1.01419588,inf,1.30095242
3.00021643,1.32461458,2.99910974,1.01069777,inf,1.31926753
3.00021552,1.31784120,2.99909969,1.01112766,inf,1.31009773
3.00021494,1.31510706,2.99908103,1.01200562,1.33268623,1.30486307
3.00021472,1.32548052,2.99905131,1.01330970,1.32801585,1.31540327
3.00021407,1.34504236,2.99901611,1.01435780,1.31908984,1.34057662
3.00021295,1.34605109,2.99899143,1.01462895,1.31612182,1.34612822
3.00021299,1.33228170,2.99898556,1.01462065,1.31953904,1.33318055
3.00021393,1.31688335,2.99899120,1.01460493,1.31989476,1.31689750
3.00021491,1.30705552,2.99900037,1.01457922,inf,1.30608319
3.00021551,1.30259076,2.99900940,1.01455313,inf,1.30095976
3.00021565,1.31840258,2.99910090,1.01120103,inf,1.31111564
3.00021517,1.31513289,2.99908547,1.01154681,inf,1.30567920
3.00021499,1.31670332,2.99906383,1.01227308,inf,1.30588270
3.00021473,1.32717320,2.99903691,1.01332482,1.32928573,1.31716233
3.00021418,1.34278632,2.99900987,1.01426912,1.32035028,1.33715636
3.00021333,1.34829838,2.99899100,1.01468235,1.31585462,1.34713018
3.00021306,1.34119714,2.99898371,1.01474022,1.31909024,1.34187103
3.00021356,1.32831578,2.99898500,1.01472983,1.31988181,1.32880816
3.00021433,1.31677889,2.99899043,1.01471814,inf,1.31645959
3.00021505,1.30852716,2.99899698,1.01470458,inf,1.30754028
