EDMD,SINDy,HANDI,PSE,gEDMD,SR3
0.00080480,1.38032930,0.00132975,0.35628553,1.68502020,1.44243456
0.00081185,1.44507418,0.00120245,0.34518456,1.75804547,1.50887264
0.00076263,1.55138430,0.00089212,0.32771651,1.87796524,1.61794228
0.00074764,1.55136405,0.00059896,0.32930132,1.87796530,1.61794546
0.00077388,1.44507304,0.00069092,0.34503333,1.75804948,1.50886903
0.00073807,1.38031990,0.00071514,0.35475983,1.68501627,1.44242765
0.00068094,1.34957695,0.00057059,0.35956016,1.65032827,1.41087479
0.00063132,1.33391700,0.00040027,0.36209842,1.63267876,1.39481430
0.00085233,1.32963369,0.00152602,0.36488125,1.62783823,1.39042278
0.00086423,1.34007397,0.00152410,0.36298982,1.63961311,1.40112381
0.00084682,1.35658798,0.00149356,0.35996070,1.65823399,1.41807145
0.00080263,1.38033328,0.00138986,0.35533356,1.68499974,1.44241430
0.00075464,1.40294194,0.00117128,0.35066187,1.71050961,1.46563344
0.00074960,1.40293821,0.00092984,0.35062147,1.71050723,1.46562646
0.00079300,1.38032320,0.00076208,0.35432629,1.68501679,1.44242825
0.00081659,1.35656742,0.00054646,0.35795567,1.65823105,1.41806033
0.00079605,1.34007135,0.00026932,0.36049575,inf,1.40112724
0.00075192,1.32963612,0.00004687,0.36216862,inf,1.39039604
0.00103836,1.32515356,0.00168860,0.36538178,inf,1.38583390
0.00097405,1.33161144,0.00167906,0.36413260,inf,1.39244802
0.00088185,1.34007553,0.00163646,0.36244597,1.63961441,1.40111917
0.00078693,1.34956897,0.00152095,0.36031784,1.65032104,1.41088118
0.00072389,1.35657378,0.00129265,0.35832953,1.65821913,1.41806637
0.00072793,1.35658057,0.00097653,0.35779112,1.65823143,1.41806536
0.00080769,1.34957840,0.00061554,0.35878144,1.65031055,1.41087794
0.00090595,1.34006039,0.00020840,0.36019771,1.63960226,1.40111544
0.00095863,1.33160454,0.00018998,0.36145092,inf,1.39242888
0.00095403,1.32515451,0.00047336,0.36244063,inf,1.38582528
0.00120754,1.32125493,0.00180998,0.36550435,inf,1.38182388
0.00106353,1.32516732,0.00178851,0.36482810,inf,1.38582322
0.00090953,1.32964143,0.00171115,0.36393815,inf,1.39042129
0.00078010,1.33391899,0.00152770,0.36285947,1.63268168,1.39482494
0.00070673,1.33670332,0.00119644,0.36176010,1.63581089,1.39767125
0.00071806,1.33669279,0.00073496,0.36112871,1.63579168,1.39766611
0.00082787,1.33393150,0.00020514,0.36121969,1.63266127,1.39482396
0.00099237,1.32962548,0.00033221,0.36171442,1.62781257,1.39041134
0.00113166,1.32515465,0.00080424,0.36228483,inf,1.38582100
0.00119857,1.32125649,0.00113257,0.36281350,inf,1.38181276
