EDMD,SINDy,HANDI,PSE,gEDMD,SR3
0.00049039,1.30873743,0.00004858,0.36001536,1.56369623,1.28413368
0.00075187,1.33772442,0.00006563,0.35774520,1.66041909,1.37473900
0.00071301,1.36428429,0.00003052,0.35362011,1.67823948,1.39066619
0.00069967,1.40640400,0.00016219,0.34623878,1.71328974,1.42194049
0.00068882,1.47186720,0.00031761,0.33292623,1.78711305,1.48784090
0.00063864,1.57934104,0.00046839,0.31467489,1.79683866,1.53540561
0.00066006,1.57934016,0.00060113,0.31454731,1.79683649,1.53540755
0.00067779,1.46841129,0.00044861,0.33539573,1.68259119,1.41943613
0.00062716,1.35456747,0.00020115,0.34900524,1.61155077,1.32676809
0.00057618,1.32145230,0.00001162,0.35572297,1.57781872,1.29671085
0.00053182,1.30599415,0.00011158,0.35930248,1.56063908,1.28142874
0.00075871,1.35294773,0.00016792,0.35672873,1.65551809,1.37036483
0.00070105,1.36571845,0.00009428,0.35356335,1.66741684,1.38100004
0.00066352,1.38240078,0.00000532,0.34898205,1.68623519,1.39778761
0.00064273,1.40640311,0.00013348,0.34320615,1.70409637,1.40011917
0.00064703,1.42926997,0.00028739,0.33790563,1.63410831,1.38788399
0.00068912,1.42927158,0.00039347,0.33718072,1.63410885,1.38789357
0.00070604,1.40639838,0.00032176,0.34265745,1.60931635,1.36542117
0.00067387,1.38239307,0.00013502,0.34930085,1.58548578,1.34182180
0.00063506,1.36113769,0.00004562,0.35422719,1.56739089,1.31331011
0.00060934,1.33637225,0.00017543,0.35740381,1.55593683,1.28375177
0.00074416,1.35064568,0.00029259,0.35604923,1.54884356,1.36582311
0.00067342,1.35716270,0.00023226,0.35382303,1.56096088,1.37238629
0.00062826,1.36572122,0.00014404,0.35106007,1.66741057,1.38100065
0.00061889,1.37532329,0.00002270,0.34810726,1.65534275,1.34208016
0.00065084,1.38240591,0.00011718,0.34561516,1.58422449,1.34182049
0.00070247,1.38240691,0.00021195,0.34491141,1.58328965,1.34181555
0.00072942,1.37531829,0.00018846,0.34671749,1.57560661,1.33485937
0.00072250,1.36570453,0.00006226,0.34992079,1.56518693,1.32541863
0.00070926,1.35715828,0.00009230,0.35312206,1.55809886,1.31701079
0.00071014,1.35050986,0.00022144,0.35560358,1.55103239,1.30758642
0.00072965,1.34668404,0.00040534,0.35543247,1.54456446,1.36185050
0.00065588,1.35063893,0.00034865,0.35401211,1.61880378,1.36582349
0.00061635,1.35515151,0.00026059,0.35226061,1.65550249,1.36756423
0.00062120,1.35951047,0.00014148,0.35045353,1.62947294,1.31931199
0.00066390,1.36231325,0.00001286,0.34895353,1.56269577,1.32207295
0.00071593,1.36230185,0.00007640,0.34836237,1.56149504,1.32206720
0.00074865,1.35950894,0.00007945,0.34901733,1.55846074,1.31930652
0.00076253,1.35516363,0.00000277,0.35065084,1.55579652,1.31504460
0.00077842,1.35063239,0.00012679,0.35266868,1.55103307,1.31059787
0.00081216,1.34668297,0.00024586,0.35436224,1.54673886,1.30670901
